erro;epoca;taxaAprendizado;quantidadeNeuroniosOculta;conjunto
7.427155283556985;0;0.1;10;Treinamento
1.1756001448853257;0;0.1;10;Validacao
4.75559597474011;1;0.1;10;Treinamento
0.7943207507778192;1;0.1;10;Validacao
4.56049650197796;2;0.1;10;Treinamento
0.7613719208312534;2;0.1;10;Validacao
4.521746759350296;3;0.1;10;Treinamento
0.7539226975926726;3;0.1;10;Validacao
4.51840797038612;4;0.1;10;Treinamento
0.7530942457383981;4;0.1;10;Validacao
4.5158277595507945;5;0.1;10;Treinamento
0.7534281985764669;5;0.1;10;Validacao
4.505326219330252;6;0.1;10;Treinamento
0.7509421512096679;6;0.1;10;Validacao
4.49172204384969;7;0.1;10;Treinamento
0.7478442565810558;7;0.1;10;Validacao
4.47483580597584;8;0.1;10;Treinamento
0.7449775207936652;8;0.1;10;Validacao
4.446565813141642;9;0.1;10;Treinamento
0.7398487170231393;9;0.1;10;Validacao
4.409418687851384;10;0.1;10;Treinamento
0.7330118415541295;10;0.1;10;Validacao
4.3749722006808875;11;0.1;10;Treinamento
0.7272106447713103;11;0.1;10;Validacao
4.34808574082384;12;0.1;10;Treinamento
0.7227600754515663;12;0.1;10;Validacao
4.326424637196927;13;0.1;10;Treinamento
0.719151237304538;13;0.1;10;Validacao
4.310098091043148;14;0.1;10;Treinamento
0.7163056686063782;14;0.1;10;Validacao
4.295335100781853;15;0.1;10;Treinamento
0.7141771283040816;15;0.1;10;Validacao
4.28154242661711;16;0.1;10;Treinamento
0.7119212838266896;16;0.1;10;Validacao
4.2702579767282645;17;0.1;10;Treinamento
0.7100777793915842;17;0.1;10;Validacao
4.260964208733667;18;0.1;10;Treinamento
0.7085664921102955;18;0.1;10;Validacao
4.2532075824962865;19;0.1;10;Treinamento
0.7073090479423066;19;0.1;10;Validacao
4.246673706057027;20;0.1;10;Treinamento
0.7062517032199417;20;0.1;10;Validacao
4.2411266853162415;21;0.1;10;Treinamento
0.7053544371527899;21;0.1;10;Validacao
4.236329200242813;22;0.1;10;Treinamento
0.7045763551829712;22;0.1;10;Validacao
4.231991975438595;23;0.1;10;Treinamento
0.703867088321364;23;0.1;10;Validacao
4.227849841965502;24;0.1;10;Treinamento
0.7031826301043005;24;0.1;10;Validacao
4.223783636721796;25;0.1;10;Treinamento
0.7025066248105098;25;0.1;10;Validacao
4.2197925401161855;26;0.1;10;Treinamento
0.7018417966276277;26;0.1;10;Validacao
4.215891732457881;27;0.1;10;Treinamento
0.7011916544355791;27;0.1;10;Validacao
4.21204372100063;28;0.1;10;Treinamento
0.7005514129540422;28;0.1;10;Validacao
4.2079727930593265;29;0.1;10;Treinamento
0.699891480764819;29;0.1;10;Validacao
4.2030269879219375;30;0.1;10;Treinamento
0.6991003723349969;30;0.1;10;Validacao
4.197431650876262;31;0.1;10;Treinamento
0.6981554371678961;31;0.1;10;Validacao
4.189903847515572;32;0.1;10;Treinamento
0.6968914338550727;32;0.1;10;Validacao
4.1767468979475;33;0.1;10;Treinamento
0.6945904965405373;33;0.1;10;Validacao
4.165639907432795;34;0.1;10;Treinamento
0.6927153252884034;34;0.1;10;Validacao
4.154928054559286;35;0.1;10;Treinamento
0.6908980925572114;35;0.1;10;Validacao
4.143788192380682;36;0.1;10;Treinamento
0.6890018365191063;36;0.1;10;Validacao
4.131272678936816;37;0.1;10;Treinamento
0.6868631549092503;37;0.1;10;Validacao
4.115694218785235;38;0.1;10;Treinamento
0.6842094909141236;38;0.1;10;Validacao
4.09362272448453;39;0.1;10;Treinamento
0.6802852920226207;39;0.1;10;Validacao
4.047053120780956;40;0.1;10;Treinamento
0.6722881898892058;40;0.1;10;Validacao
4.013053512753201;41;0.1;10;Treinamento
0.6669646434765453;41;0.1;10;Validacao
3.9806132755546257;42;0.1;10;Treinamento
0.6613927559453813;42;0.1;10;Validacao
3.944806505210883;43;0.1;10;Treinamento
0.6551539265709094;43;0.1;10;Validacao
3.897811488192262;44;0.1;10;Treinamento
0.6469811944703435;44;0.1;10;Validacao
3.821488919491319;45;0.1;10;Treinamento
0.6336045116854032;45;0.1;10;Validacao
3.6938315511734507;46;0.1;10;Treinamento
0.6101166175878928;46;0.1;10;Validacao
3.4435753064334387;47;0.1;10;Treinamento
0.5662302002040273;47;0.1;10;Validacao
2.9691075596896144;48;0.1;10;Treinamento
0.47833303002113475;48;0.1;10;Validacao
2.551014637734491;49;0.1;10;Treinamento
0.41463818815211606;49;0.1;10;Validacao
2.326560486986133;50;0.1;10;Treinamento
0.38209197493348174;50;0.1;10;Validacao
2.179402584321351;51;0.1;10;Treinamento
0.3592357241290699;51;0.1;10;Validacao
2.0699951589975427;52;0.1;10;Treinamento
0.34189477084599507;52;0.1;10;Validacao
1.985141631081016;53;0.1;10;Treinamento
0.32828578001948017;53;0.1;10;Validacao
1.916830188350113;54;0.1;10;Treinamento
0.3171347895513356;54;0.1;10;Validacao
1.859422255781245;55;0.1;10;Treinamento
0.30771170742528337;55;0.1;10;Validacao
1.8145940704708658;56;0.1;10;Treinamento
0.3010234769463141;56;0.1;10;Validacao
1.7812711367179834;57;0.1;10;Treinamento
0.2956774190498951;57;0.1;10;Validacao
1.7522688013419174;58;0.1;10;Treinamento
0.2909557869304978;58;0.1;10;Validacao
1.7264916362364449;59;0.1;10;Treinamento
0.2867007047663714;59;0.1;10;Validacao
1.7020100798508684;60;0.1;10;Treinamento
0.28247527491353547;60;0.1;10;Validacao
1.673218218992622;61;0.1;10;Treinamento
0.27692261596302997;61;0.1;10;Validacao
1.6355972327346273;62;0.1;10;Treinamento
0.27081057191699454;62;0.1;10;Validacao
1.6080197502757294;63;0.1;10;Treinamento
0.26684801164298816;63;0.1;10;Validacao
1.585952157453581;64;0.1;10;Treinamento
0.2632665671696556;64;0.1;10;Validacao
1.5645455258582621;65;0.1;10;Treinamento
0.25974192042430483;65;0.1;10;Validacao
1.542295632464627;66;0.1;10;Treinamento
0.25605780481367274;66;0.1;10;Validacao
1.5169248891677103;67;0.1;10;Treinamento
0.2518601291226124;67;0.1;10;Validacao
1.4841448621124829;68;0.1;10;Treinamento
0.24651832944592397;68;0.1;10;Validacao
1.4390889318486833;69;0.1;10;Treinamento
0.23938883606050082;69;0.1;10;Validacao
1.3894381760360042;70;0.1;10;Treinamento
0.23135652676189777;70;0.1;10;Validacao
1.3451854107366008;71;0.1;10;Treinamento
0.22352142707963257;71;0.1;10;Validacao
1.3006060301164069;72;0.1;10;Treinamento
0.21551049260589497;72;0.1;10;Validacao
1.2510128190912255;73;0.1;10;Treinamento
0.2066164969496276;73;0.1;10;Validacao
1.1891404679459188;74;0.1;10;Treinamento
0.19475722895214137;74;0.1;10;Validacao
1.0594300690661025;75;0.1;10;Treinamento
0.15850399745803104;75;0.1;10;Validacao
0.7899859910756589;76;0.1;10;Treinamento
0.127466572538738;76;0.1;10;Validacao
0.7239016902661654;77;0.1;10;Treinamento
0.1206202288988522;77;0.1;10;Validacao
0.6890458887621331;78;0.1;10;Treinamento
0.11483823761457541;78;0.1;10;Validacao
0.6596412488622552;79;0.1;10;Treinamento
0.10989839030961314;79;0.1;10;Validacao
0.6279260648415088;80;0.1;10;Treinamento
0.10463920534885009;80;0.1;10;Validacao
0.572618600970612;81;0.1;10;Treinamento
0.09616903349034535;81;0.1;10;Validacao
0.35156652784015624;82;0.1;10;Treinamento
0.06069363742940191;82;0.1;10;Validacao
0.20053195774328136;83;0.1;10;Treinamento
0.03288846239970291;83;0.1;10;Validacao
0.17490421954232635;84;0.1;10;Treinamento
0.028892558018338097;84;0.1;10;Validacao
0.159393053351967;85;0.1;10;Treinamento
0.026356916424478228;85;0.1;10;Validacao
0.14685263623178638;86;0.1;10;Treinamento
0.02431544774485588;86;0.1;10;Validacao
0.1355732480535264;87;0.1;10;Treinamento
0.022480178168790537;87;0.1;10;Validacao
0.1260527275197504;88;0.1;10;Treinamento
0.020850344025450447;88;0.1;10;Validacao
0.11882499881858292;89;0.1;10;Treinamento
0.01961170514705669;89;0.1;10;Validacao
0.1127559875869424;90;0.1;10;Treinamento
0.01859634984368821;90;0.1;10;Validacao
0.10736877745859001;91;0.1;10;Treinamento
0.017705810499720392;91;0.1;10;Validacao
0.10256440292984448;92;0.1;10;Treinamento
0.016917229258771444;92;0.1;10;Validacao
0.09826607378323447;93;0.1;10;Treinamento
0.016212532034342628;93;0.1;10;Validacao
